Sr No,Name of Institute,Institute Type,Branch,Admission Category,Quota,First Admitted DDCET Marks,First Admitted DDCET Rank,Last Admitted DDCET Marks,Last Admitted DDCET Rank
1,"Adani, Ahmedabad",SFI,Civil & Infrastructure Engg.,OP,Home State,83,3765,45.5,12549
2,"Adani, Ahmedabad",SFI,Information & Communication Tech.,EW,Home State,69,6223,69,6223
3,"Adani, Ahmedabad",SFI,Information & Communication Tech.,OP,Home State,119,1046,103.5,1837
4,"Adani, Ahmedabad",SFI,Information & Communication Tech.,TF,Home State,143,346,143,346
5,"Adani, Ahmedabad",SFI,CSE (AI And Machine Learning),EW,Home State,127.5,740,126.5,774
6,"Adani, Ahmedabad",SFI,CSE (AI And Machine Learning),OP,Home State,144.5,315,128.5,706
7,"Adani, Ahmedabad",SFI,CSE (AI And Machine Learning),SC,Home State,92.5,2714,91.5,2826
8,"Adani, Ahmedabad",SFI,CSE (AI And Machine Learning),SE,Home State,125.5,802,105,1714
9,"Adani, Ahmedabad",SFI,CSE (AI And Machine Learning),TF,Home State,152.5,188,152.5,188
10,"ADIT, Karamsad",SFI,Civil Engg.,OP,Home State,64.5,7179,41,13830
11,"ADIT, Karamsad",SFI,Computer Engg.,EW,Home State,79,4349,79,4349
12,"ADIT, Karamsad",SFI,Computer Engg.,OP,Home State,124,850,96.5,2381
13,"ADIT, Karamsad",SFI,Computer Engg.,SC,Home State,59.5,8604,59.5,8604
14,"ADIT, Karamsad",SFI,Computer Engg.,SE,Home State,81,4017,64,7305
15,"ADIT, Karamsad",SFI,Computer Engg.,TF,Home State,147.5,274,147.5,274
16,"ADIT, Karamsad",SFI,Information Tech.,EW,Home State,53.5,10247,53,10325
17,"ADIT, Karamsad",SFI,Information Tech.,OP,Home State,114.5,1229,64,7352
18,"ADIT, Karamsad",SFI,Information Tech.,SE,Home State,60,8469,60,8469
19,"ADIT, Karamsad",SFI,Information Tech.,TF,Home State,146,291,146,291
20,"ADIT, Karamsad",SFI,Dairy Tech.,OP,Home State,38,14582,38,14582
21,"ADIT, Karamsad",SFI,Artificial Intelligence And Data Science,OP,Home State,89.5,2992,55,9753
22,"ADIT, Karamsad",SFI,Artificial Intelligence And Data Science,TF,Home State,148,266,148,266
23,"ADIT, Karamsad",SFI,CS & Design,OP,Home State,79.5,4269,64,7354
24,"ADIT, Karamsad",SFI,CS & Design,SE,Home State,41.5,13682,41.5,13682
25,"Aditya, Ahmedabad",SFI,Civil Engg.,OP,Home State,67.5,6531,67.5,6531
26,"Aditya, Ahmedabad",SFI,Civil Engg.,TF,Home State,85,3542,85,3542
27,"Aditya, Ahmedabad",SFI,Computer Engg.,OP,Home State,90.5,2899,26.5,16447
28,"Aditya, Ahmedabad",SFI,Computer Engg.,TF,Home State,122,919,120.5,971
29,"Aditya, Ahmedabad",SFI,Electrical Engg.,OP,Home State,72.5,5417,41,13793
30,"Aditya, Ahmedabad",SFI,Information Tech.,OP,Home State,95,2501,32.5,15738
31,"Aditya, Ahmedabad",SFI,Information Tech.,TF,Home State,129.5,676,120,1017
32,"Aditya, Ahmedabad",SFI,Mechanical Engg.,OP,Home State,43,13197,28,16250
33,"Aditya, Ahmedabad",SFI,Mechanical Engg.,TF,Home State,81.5,3990,81.5,3990
34,"Aditya, Ahmedabad",SFI,Chemical Engg.,TF,Home State,35,15321,35,15321
35,"Aditya, Ahmedabad",SFI,Aeronautical Engg.,OP,Home State,56.5,9373,56.5,9373
36,"Aditya, Ahmedabad",SFI,Computer Science & Engg,OP,Home State,98,2267,27,16402
37,"Aditya, Ahmedabad",SFI,CSE (Separate Division),OP,Home State,85,3496,57,9273
38,"Aditya, Ahmedabad",SFI,CSE (Separate Division),TF,Home State,118.5,1061,105,1721
39,"Agrawal, Navsari",SFI,Civil Engg.,OP,Home State,93.5,2639,25.5,16510
40,"Agrawal, Navsari",SFI,Computer Engg.,EW,Home State,53.5,10206,53.5,10206
41,"Agrawal, Navsari",SFI,Computer Engg.,OP,Home State,99,2191,85,3512
42,"Agrawal, Navsari",SFI,Computer Engg.,SC,Home State,60.5,8209,60.5,8209
43,"Agrawal, Navsari",SFI,Computer Engg.,SE,Home State,38,14572,38,14572
44,"Agrawal, Navsari",SFI,Computer Engg.,ST,Home State,52,10721,52,10721
45,"Agrawal, Navsari",SFI,Electrical Engg.,OP,Home State,85.5,3442,29,16195
46,"Agrawal, Navsari",SFI,Electrical Engg.,TF,Home State,54.5,10012,54.5,10012
47,"Agrawal, Navsari",SFI,Mechanical Engg.,TF,Home State,85,3534,85,3534
48,"Agrawal, Navsari",SFI,Chemical Engg.,OP,Home State,66,6790,30,16109
49,"AIT, Ahmedabad",SFI,Civil Engg.,OP,Home State,55,9894,44.5,12867
50,"AIT, Ahmedabad",SFI,Computer Engg.,OP,Home State,133,582,20.5,16895
51,"AIT, Ahmedabad",SFI,Computer Engg.,TF,Home State,137,482,137,482
52,"AIT, Ahmedabad",SFI,Electrical Engg.,OP,Home State,60,8338,38.5,14455
53,"AIT, Ahmedabad",SFI,Information Tech.,OP,Home State,156.5,152,20,16961
54,"AIT, Ahmedabad",SFI,Mechanical Engg.,OP,Home State,70.5,5834,44.5,12903
55,"AIT, Ahmedabad",SFI,Mechanical Engg.,TF,Home State,84,3626,84,3626
56,"AIT, Ahmedabad",SFI,Automobile Engg.,OP,Home State,54,10074,54,10074
57,"AIT, Ahmedabad",SFI,Automobile Engg.,TF,Home State,67,6583,67,6583
58,"AIT, Ahmedabad",SFI,CSE (Data Science),OP,Home State,66.5,6744,29,16170
59,"AIT, Ahmedabad",SFI,CSE (Cyber Security),OP,Home State,69.5,6103,50.5,11068
60,"AIT, Ahmedabad",SFI,AI And Machine Learning,OP,Home State,85,3509,67,6647
61,"ALPHA, Kalol",SFI,Computer Engg.,OP,Home State,60,8277,60,8277
62,"AMT I.Sc.Tech, Bardoli",SFI,Computer Engg.,OP,Home State,80,4226,34.5,15386
63,"AMT I.Sc.Tech, Bardoli",SFI,Computer Engg.,TF,Home State,110,1434,110,1434
64,"AMT I.Sc.Tech, Bardoli",SFI,Information Tech.,OP,Home State,92,2795,62.5,7748
65,"AMT I.Sc.Tech, Bardoli",SFI,Information Tech.,TF,Home State,116.5,1144,116.5,1144
66,"AMT I.Sc.Tech, Bardoli",SFI,Computer Science & Engg,OP,Home State,104,1805,50,11214
67,"AMT I.Sc.Tech, Bardoli",SFI,Computer Science & Engg,ST,Home State,39.5,14306,39.5,14306
68,"AMT I.Sc.Tech, Bardoli",SFI,CSE (AI And Machine Learning),OP,Home State,65.5,6950,47.5,12146
69,"ApolloET, Ahmedabad",SFI,Computer Engg.,OP,Home State,108.5,1533,36.5,14925
70,"ApolloET, Ahmedabad",SFI,Computer Engg.,TF,Home State,127.5,739,127.5,739
71,"ApolloET, Ahmedabad",SFI,Information Tech.,OP,Home State,89.5,2996,37,14824
72,"Arrdekta, Khedbrahm",SFI,Information Tech.,TF,Home State,84,3621,84,3621
73,"ATMIYA, Rajkot",SFI,Civil Engg.,OP,Home State,42.5,13474,42.5,13474
74,"ATMIYA, Rajkot",SFI,Computer Engg.,OP,Home State,120,997,45,12757
75,"ATMIYA, Rajkot",SFI,Computer Engg.,TF,Home State,134,553,134,553
76,"ATMIYA, Rajkot",SFI,Electrical Engg.,OP,Home State,58,8954,51.5,10832
77,"ATMIYA, Rajkot",SFI,Electrical Engg.,TF,Home State,67.5,6488,67.5,6488
78,"ATMIYA, Rajkot",SFI,Information Tech.,OP,Home State,135.5,525,32.5,15692
79,"ATMIYA, Rajkot",SFI,Computer Science & Engg,OP,Home State,88.5,3132,44.5,12909
80,"BAIT, Surat",SFI,Computer Engg.,OP,Home State,108.5,1519,37.5,14686
81,"BAIT, Surat",SFI,Computer Engg.,TF,Home State,122,923,122,923
82,"BAIT, Surat",SFI,Information Tech.,OP,Home State,94.5,2552,38,14522
83,"BAIT, Surat",SFI,Chemical Engg.,TF,Home State,97,2332,97,2332
84,"BAIT, Surat",SFI,Aeronautical Engg.,OP,Home State,47.5,11945,47.5,11945
85,"BHGARDI, Rajkot",SFI,Computer Engg.,OP,Home State,87.5,3214,51,10927
86,"BHGARDI, Rajkot",SFI,Electrical Engg.,TF,Home State,69.5,6090,69.5,6090
87,"BHGARDI, Rajkot",SFI,Information Tech.,OP,Home State,72.5,5542,70,5966
88,"BHGARDI, Rajkot",SFI,Information Tech.,TF,Home State,80.5,4118,80.5,4118
89,"BHGARDI, Rajkot",SFI,Computer Science & Engg,OP,Home State,83.5,3711,83.5,3711
90,"BMCET, Surat",SFI,Civil Engg.,TF,Home State,47,12244,47,12244
91,"BMCET, Surat",SFI,Computer Engg.,OP,Home State,107,1608,32.5,15759
92,"BMCET, Surat",SFI,Computer Engg.,TF,Home State,126,782,126,782
93,"BMCET, Surat",SFI,Mechanical Engg.,TF,Home State,72.5,5493,72.5,5493
94,"BVM (GIA), VVNagar",GIA,Civil Engg.,EW,Home State,83.5,3685,49.5,11468
95,"BVM (GIA), VVNagar",GIA,Civil Engg.,OP,Home State,126,791,85,3517
96,"BVM (GIA), VVNagar",GIA,Civil Engg.,SC,Home State,84,3623,70,5899
97,"BVM (GIA), VVNagar",GIA,Civil Engg.,SE,Home State,66.5,6770,28.5,16218
98,"BVM (GIA), VVNagar",GIA,Civil Engg.,ST,Home State,65,7097,39,14403
99,"BVM (GIA), VVNagar",GIA,Civil Engg.,TF,Home State,117,1126,117,1126
100,"BVM (GIA), VVNagar",GIA,Computer Engg.,EW,Home State,152,200,151.5,205
101,"BVM (GIA), VVNagar",GIA,Computer Engg.,OP,Home State,159.5,106,153.5,176
102,"BVM (GIA), VVNagar",GIA,Computer Engg.,SC,Home State,120.5,977,105,1735
103,"BVM (GIA), VVNagar",GIA,Computer Engg.,SE,Home State,147.5,276,144,333
104,"BVM (GIA), VVNagar",GIA,Computer Engg.,ST,Home State,84,3648,72.5,5418
105,"BVM (GIA), VVNagar",GIA,Electrical Engg.,EW,Home State,100,2128,96,2396
106,"BVM (GIA), VVNagar",GIA,Electrical Engg.,OP,Home State,121.5,947,107,1629
107,"BVM (GIA), VVNagar",GIA,Electrical Engg.,SC,Home State,106,1663,106,1663
108,"BVM (GIA), VVNagar",GIA,Electrical Engg.,SE,Home State,102,1925,84,3676
109,"BVM (GIA), VVNagar",GIA,Electrical Engg.,ST,Home State,86.5,3321,62,7854
110,"BVM (GIA), VVNagar",GIA,Electrical Engg.,TF,Home State,132.5,606,132.5,606
111,"BVM (GIA), VVNagar",GIA,Mechanical Engg.,EW,Home State,103,1868,93.5,2629
112,"BVM (GIA), VVNagar",GIA,Mechanical Engg.,OP,Home State,132.5,593,110,1428
113,"BVM (GIA), VVNagar",GIA,Mechanical Engg.,SC,Home State,110,1437,92,2785
114,"BVM (GIA), VVNagar",GIA,Mechanical Engg.,SE,Home State,100.5,2066,87.5,3216
115,"BVM (GIA), VVNagar",GIA,Mechanical Engg.,TF,Home State,145,310,145,310
116,"BVM (GIA), VVNagar",GIA,Production Engg.,OP,Home State,87,3310,50.5,11016
117,"BVM (GIA), VVNagar",GIA,Electronics Engg.,OP,Home State,143,342,45.5,12582
118,"BVM (GIA), VVNagar",GIA,Civil Engg.,OP,All India,142,369,142,369
119,"BVM (GIA), VVNagar",GIA,Mechanical Engg.,OP,All India,110,1436,110,1436
120,"BVM (SFI), VVNagar",SFI,Information Tech.,OP,Home State,143,345,143,349
121,"BVM (SFI), VVNagar",SFI,Information Tech.,SC,Home State,80,4172,80,4172
122,"BVM (SFI), VVNagar",SFI,Information Tech.,SE,Home State,135,539,127.5,737
123,"BVM (SFI), VVNagar",SFI,Information Tech.,ST,Home State,33.5,15472,33.5,15472
124,"BVM (SFI), VVNagar",SFI,Information Tech.,TF,Home State,151,208,151,208
125,"BVM (SFI), VVNagar",SFI,Mechanical Engg.,EW,Home State,53.5,10158,53.5,10158
126,"BVM (SFI), VVNagar",SFI,Mechanical Engg.,OP,Home State,100.5,2053,100.5,2053
127,"BVM (SFI), VVNagar",SFI,Mechanical Engg.,SE,Home State,85,3537,85,3537
128,"BVM (SFI), VVNagar",SFI,EC Engg.,OP,Home State,77.5,4563,77.5,4563
129,"CGPIT, Tarsadi",SFI,Civil Engg.,OP,Home State,55.5,9658,55.5,9658
130,"CGPIT, Tarsadi",SFI,Computer Engg.,OP,Home State,81,4058,45,12774
131,"CGPIT, Tarsadi",SFI,Electrical Engg.,OP,Home State,47.5,11949,47.5,11949
132,"CGPIT, Tarsadi",SFI,Information Tech.,OP,Home State,71,5740,42.5,13505
133,"CGPIT, Tarsadi",SFI,Mechanical Engg.,OP,Home State,57.5,9169,57.5,9169
134,"CGPIT, Tarsadi",SFI,Chemical Engg.,OP,Home State,55,9925,45.5,12493
135,"CGPIT, Tarsadi",SFI,Chemical Engg.,TF,Home State,68.5,6242,68.5,6242
136,"CGPIT, Tarsadi",SFI,Mechatronics,TF,Home State,87.5,3242,87.5,3242
137,"CGPIT, Tarsadi",SFI,Artificial Intelligence And Data Science,OP,Home State,59.5,8623,59.5,8623
138,"CGPIT, Tarsadi",SFI,Cyber Security,TF,Home State,96.5,2384,96.5,2384
139,"Charusat (DEPSTAR), Changa SFI",,Computer Engg.,EW,Home State,99,2198,87,3303
140,"Charusat (DEPSTAR), Changa SFI",,Computer Engg.,OP,Home State,154.5,166,100,2108
141,"Charusat (DEPSTAR), Changa SFI",,Computer Engg.,SC,Home State,65,7030,62.5,7676
142,"Charusat (DEPSTAR), Changa SFI",,Computer Engg.,SE,Home State,96.5,2388,40.5,13961
143,"Charusat (DEPSTAR), Changa SFI",,Computer Engg.,TF,Home State,153.5,177,153.5,177
144,"Charusat (DEPSTAR), Changa SFI",,Information Tech.,EW,Home State,76.5,4739,69,6156
145,"Charusat (DEPSTAR), Changa SFI",,Information Tech.,OP,Home State,115.5,1196,92.5,2732
146,"Charusat (DEPSTAR), Changa SFI",,Information Tech.,SC,Home State,64.5,7212,64.5,7212
147,"Charusat (DEPSTAR), Changa SFI",,Information Tech.,SE,Home State,73.5,5255,67.5,6469
148,"Charusat (DEPSTAR), Changa SFI",,Information Tech.,TF,Home State,149,246,149,246
149,"Charusat (DEPSTAR), Changa SFI",,Computer Science & Engg,EW,Home State,77.5,4624,68.5,6257
150,"Charusat (DEPSTAR), Changa SFI",,Computer Science & Engg,EX,Home State,64.5,7268,64.5,7268
151,"Charusat (DEPSTAR), Changa SFI",,Computer Science & Engg,OP,Home State,162.5,76,99,2195
152,"Charusat (DEPSTAR), Changa SFI",,Computer Science & Engg,SC,Home State,70,5978,50,11213
153,"Charusat (DEPSTAR), Changa SFI",,Computer Science & Engg,SE,Home State,88.5,3114,72,5619
154,"Charusat(CSPIT), Changa",SFI,Civil Engg.,OP,Home State,88.5,3134,41,13833
155,"Charusat(CSPIT), Changa",SFI,Computer Engg.,EW,Home State,108.5,1526,94.5,2562
156,"Charusat(CSPIT), Changa",SFI,Computer Engg.,OP,Home State,159,115,123,886
157,"Charusat(CSPIT), Changa",SFI,Computer Engg.,SC,Home State,79,4355,79,4355
158,"Charusat(CSPIT), Changa",SFI,Computer Engg.,SE,Home State,121.5,937,71.5,5677
159,"Charusat(CSPIT), Changa",SFI,Electrical Engg.,OP,Home State,46,12409,46,12409
160,"Charusat(CSPIT), Changa",SFI,Electrical Engg.,TF,Home State,75,4973,75,4973
161,"Charusat(CSPIT), Changa",SFI,Information Tech.,EW,Home State,99.5,2143,86.5,3364
162,"Charusat(CSPIT), Changa",SFI,Information Tech.,OP,Home State,158.5,118,101.5,1998
163,"Charusat(CSPIT), Changa",SFI,Information Tech.,SC,Home State,95.5,2466,95.5,2466
164,"Charusat(CSPIT), Changa",SFI,Information Tech.,SE,Home State,99.5,2152,68,6415
165,"Charusat(CSPIT), Changa",SFI,Mechanical Engg.,OP,Home State,76.5,4757,41,13846
166,"Charusat(CSPIT), Changa",SFI,Computer Science & Engg,EW,Home State,113.5,1272,110.5,1413
167,"Charusat(CSPIT), Changa",SFI,Computer Science & Engg,OP,Home State,143,343,119.5,1032
168,"Charusat(CSPIT), Changa",SFI,Computer Science & Engg,SE,Home State,110,1433,75.5,4924
169,"Charusat(CSPIT), Changa",SFI,Computer Science & Engg,TF,Home State,161.5,91,161.5,91
170,"Charusat(CSPIT), Changa",SFI,EC Engg.,OP,Home State,86,3426,51,10989
171,"Charusat(CSPIT), Changa",SFI,AI And Machine Learning,EW,Home State,93.5,2616,93.5,2616
172,"Charusat(CSPIT), Changa",SFI,AI And Machine Learning,OP,Home State,145,308,116,1157
173,"Charusat(CSPIT), Changa",SFI,AI And Machine Learning,SE,Home State,83,3786,72.5,5416
174,"CIPET, Ahmedabad",SFI,Manufacaturing Engg.,OP,Home State,61,8074,61,8074
175,"CIPET, Ahmedabad",SFI,Plastic Engg.,OP,Home State,89.5,3007,34,15388
176,"CKPCET, Surat",SFI,Civil Engg.,OP,Home State,103,1866,51,10907
177,"CKPCET, Surat",SFI,Computer Engg.,EW,Home State,95.5,2446,89.5,3025
178,"CKPCET, Surat",SFI,Computer Engg.,OP,Home State,116,1177,97,2325
179,"CKPCET, Surat",SFI,Computer Engg.,SC,Home State,93,2689,83.5,3722
180,"CKPCET, Surat",SFI,Computer Engg.,SE,Home State,88,3155,75,4961
181,"CKPCET, Surat",SFI,Computer Engg.,TF,Home State,140.5,403,140.5,403
182,"CKPCET, Surat",SFI,Electrical Engg.,OP,Home State,154,174,45,12700
183,"CKPCET, Surat",SFI,Information Tech.,EW,Home State,100.5,2073,100.5,2073
184,"CKPCET, Surat",SFI,Information Tech.,OP,Home State,103,1854,99,2196
185,"CKPCET, Surat",SFI,Information Tech.,SE,Home State,96.5,2389,77,4706
186,"CKPCET, Surat",SFI,Mechanical Engg.,OP,Home State,64.5,7245,50.5,11100
187,"CKPCET, Surat",SFI,Mechanical Engg.,TF,Home State,104.5,1771,104.5,1771
188,"CUSHAH, Wadhvan",SFI,Computer Engg.,OP,Home State,73,5343,47,12242
189,"DADET, Khatraj",SFI,Computer Engg.,TF,Home State,105,1722,105,1722
190,"Darshan, Rajkot",SFI,Civil Engineering (Separate Division),OP,Home State,63.5,7414,46,12406
191,"Darshan, Rajkot",SFI,Civil Engineering (Separate Division),TF,Home State,86.5,3340,86.5,3340
192,"Darshan, Rajkot",SFI,Mechanical Engineering (Separate Division),OP,Home State,30,16060,30,16060
193,"Darshan, Rajkot",SFI,Mechanical Engineering (Separate Division),TF,Home State,101,2005,47,12169
194,"Darshan, Rajkot",SFI,CSE (Separate Division),OP,Home State,136,504,33,15546
195,"Darshan, Rajkot",SFI,CSE (Separate Division),TF,Home State,146.5,283,130.5,652
196,"DDU (GIA), Nadiad",GIA,Civil Engg.,EW,Home State,64,7348,64,7348
197,"DDU (GIA), Nadiad",GIA,Civil Engg.,OP,Home State,101.5,1992,92,2801
198,"DDU (GIA), Nadiad",GIA,Civil Engg.,SC,Home State,49,11592,49,11592
199,"DDU (GIA), Nadiad",GIA,Civil Engg.,SE,Home State,48,11792,48,11792
200,"DDU (GIA), Nadiad",GIA,Civil Engg.,ST,Home State,48,11857,48,11857
201,"DDU (GIA), Nadiad",GIA,Civil Engg.,TF,Home State,95.5,2439,95.5,2439
202,"DDU (GIA), Nadiad",GIA,Computer Engg.,OP,Home State,169,37,163,72
203,"DDU (GIA), Nadiad",GIA,Computer Engg.,SE,Home State,157,142,155.5,157
204,"DDU (GIA), Nadiad",GIA,Computer Engg.,ST,Home State,105.5,1706,105.5,1706
205,"DDU (GIA), Nadiad",GIA,Chemical Engg.,EW,Home State,125.5,794,125.5,794
206,"DDU (GIA), Nadiad",GIA,Chemical Engg.,OP,Home State,142.5,355,127,746
207,"DDU (GIA), Nadiad",GIA,Chemical Engg.,SE,Home State,112.5,1310,112,1326
208,"DDU (GIA), Nadiad",GIA,Chemical Engg.,ST,Home State,35.5,15123,35.5,15123
209,"DDU (GIA), Nadiad",GIA,EC Engg.,EW,Home State,98.5,2218,98.5,2218
210,"DDU (GIA), Nadiad",GIA,EC Engg.,OP,Home State,161.5,87,105.5,1707
211,"DDU (GIA), Nadiad",GIA,EC Engg.,SE,Home State,80,4146,80,4146
212,"DDU (GIA), Nadiad",GIA,Instrumentation & Control Engg.,OP,Home State,89.5,2987,39,14379
213,"DDU (GIA), Nadiad",GIA,Instrumentation & Control Engg.,TF,Home State,94,2590,94,2590
214,"DDU (GIA), Nadiad",GIA,Civil Engg.,OP,All India,97.5,2279,97.5,2279
215,"DDU (GIA), Nadiad",GIA,Computer Engg.,OP,All India,118.5,1060,118.5,1060
216,"DDU (SFI), Nadiad",SFI,Computer Engg.,EW,Home State,151,211,151,211
217,"DDU (SFI), Nadiad",SFI,Computer Engg.,OP,Home State,157.5,132,153,185
218,"DDU (SFI), Nadiad",SFI,Computer Engg.,SC,Home State,136.5,493,136.5,493
219,"DDU (SFI), Nadiad",SFI,Computer Engg.,SE,Home State,132,608,129.5,682
220,"DDU (SFI), Nadiad",SFI,Computer Engg.,TF,Home State,165,54,165,54
221,"DDU (SFI), Nadiad",SFI,Information Tech.,EW,Home State,129.5,674,129.5,674
222,"DDU (SFI), Nadiad",SFI,Information Tech.,OP,Home State,149,248,138,457
223,"DDU (SFI), Nadiad",SFI,Information Tech.,SC,Home State,105,1747,105,1747
224,"DDU (SFI), Nadiad",SFI,Information Tech.,SE,Home State,130.5,640,127,751
225,"DDU (SFI), Nadiad",SFI,Mechanical Engg.,OP,Home State,109,1488,33.5,15513
226,"DDU (SFI), Nadiad",SFI,Chemical Engg.,EW,Home State,84,3625,49.5,11494
227,"DDU (SFI), Nadiad",SFI,Chemical Engg.,OP,Home State,121,954,91.5,2848
228,"DDU (SFI), Nadiad",SFI,Chemical Engg.,SC,Home State,83,3769,83,3769
229,"DDU (SFI), Nadiad",SFI,Chemical Engg.,SE,Home State,75.5,4917,40.5,13953
230,"DDU (SFI), Nadiad",SFI,Chemical Engg.,TF,Home State,129.5,684,129.5,684
231,"DDU (SFI), Nadiad",SFI,EC Engg.,OP,Home State,80,4160,53,10300
232,"Dhanvantary, KIM",SFI,CSE (AI And Machine Learning),OP,Home State,94.5,2558,55,9801
233,"Dhanvantary, KIM",SFI,CSE (AI And Machine Learning),TF,Home State,105,1744,105,1744
234,"Dhanvantary, KIM",SFI,CSE (IOT & CSI Block Chain),OP,Home State,54,10141,54,10141
235,"EC, Tuwa",SFI,Civil Engg.,OP,Home State,60,8280,60,8280
236,"EC, Tuwa",SFI,Civil Engg.,TF,Home State,44.5,12847,44.5,12847
237,"EC, Tuwa",SFI,Computer Engg.,OP,Home State,77,4660,77,4660
238,"EC, Tuwa",SFI,Computer Engg.,TF,Home State,88.5,3099,88.5,3099
239,"FOET-GLS, Ahmedabad",SFI,Computer Science & Engg,EW,Home State,40,14242,32.5,15618
240,"FOET-GLS, Ahmedabad",SFI,Computer Science & Engg,OP,Home State,133.5,570,65,7156
241,"FOET-GLS, Ahmedabad",SFI,Computer Science & Engg,SC,Home State,55.5,9655,55.5,9655
242,"FOET-GLS, Ahmedabad",SFI,Computer Science & Engg,SE,Home State,52.5,10485,52.5,10485
243,"FOET-GLS, Ahmedabad",SFI,Computer Science & Engg,TF,Home State,134,563,134,563
244,"Ganpat Uni. ICT, Mehsana",SFI,Computer Science & Engg,OP,Home State,107.5,1581,35.5,15117
245,"Ganpat Uni. ICT, Mehsana",SFI,CSE (Big Data & Analysis),TF,Home State,135,534,135,534
246,"Ganpat Uni. ICT, Mehsana",SFI,CSE (Cyber Security),OP,Home State,74,5156,32.5,15603
247,"Ganpat Uni. UVPCE, MehsanaSFI",,Civil Engg.,OP,Home State,56.5,9447,-2,17236
248,"Ganpat Uni. UVPCE, MehsanaSFI",,Computer Engg.,EW,Home State,31.5,15841,23,16706
249,"Ganpat Uni. UVPCE, MehsanaSFI",,Computer Engg.,OP,Home State,138,447,51,10993
250,"Ganpat Uni. UVPCE, MehsanaSFI",,Electrical Engg.,OP,Home State,77.5,4543,15,17116
251,"Ganpat Uni. UVPCE, MehsanaSFI",,Electrical Engg.,TF,Home State,81.5,3947,81.5,3947
252,"Ganpat Uni. UVPCE, MehsanaSFI",,Information Tech.,OP,Home State,111,1387,25,16588
253,"Ganpat Uni. UVPCE, MehsanaSFI",,Mechanical Engg.,OP,Home State,99.5,2130,9,17205
254,"Ganpat Uni. UVPCE, MehsanaSFI",,Automobile Engg.,OP,Home State,54.5,10014,42,13617
255,"Ganpat Uni. UVPCE, MehsanaSFI",,Automobile Engg.,TF,Home State,53,10274,53,10274
256,"Ganpat Uni. UVPCE, MehsanaSFI",,Mechatronics,OP,Home State,135,541,29.5,16133
257,"Ganpat Uni. UVPCE, MehsanaSFI",,Biomedical Engg.,OP,Home State,79.5,4272,22,16835
258,"Ganpat Uni. UVPCE, MehsanaSFI",,Biomedical Engg.,TF,Home State,27.5,16327,27.5,16327
259,"Ganpat Uni. UVPCE, MehsanaSFI",,Computer Engg. (Artificial Intelligence),OP,Home State,62,7891,30.5,15944
260,"Ganpat Uni. UVPCE, MehsanaSFI",,Computer Engg. (Artificial Intelligence),TF,Home State,117.5,1105,117.5,1105
261,"Ganpat Uni. UVPCE, MehsanaSFI",,Petrochemical Engg.,OP,Home State,56,9503,0,17233
262,"Ganpat Uni. UVPCE, MehsanaSFI",,Comp. Sc. & Business Systems,OP,Home State,87.5,3225,25,16549
263,"GCET, VVNagar",SFI,Civil Engg.,OP,Home State,78.5,4423,67.5,6448
264,"GCET, VVNagar",SFI,Civil Engg.,TF,Home State,95.5,2444,95.5,2444
265,"GCET, VVNagar",SFI,Computer Engg.,EW,Home State,121,966,121,966
266,"GCET, VVNagar",SFI,Computer Engg.,OP,Home State,144,336,133,589
267,"GCET, VVNagar",SFI,Computer Engg.,SC,Home State,84.5,3575,84.5,3575
268,"GCET, VVNagar",SFI,Computer Engg.,SE,Home State,121,965,119.5,1031
269,"GCET, VVNagar",SFI,Computer Engg.,TF,Home State,151,213,151,213
270,"GCET, VVNagar",SFI,Electrical Engg.,OP,Home State,69,6193,46.5,12345
271,"GCET, VVNagar",SFI,Electrical Engg.,TF,Home State,70,5880,70,5880
272,"GCET, VVNagar",SFI,Information Tech.,OP,Home State,132,609,125,809
273,"GCET, VVNagar",SFI,Information Tech.,SC,Home State,84.5,3584,84.5,3584
274,"GCET, VVNagar",SFI,Information Tech.,SE,Home State,118.5,1072,108.5,1534
275,"GCET, VVNagar",SFI,Chemical Engg.,OP,Home State,64,7293,62,7924
276,"GCET, VVNagar",SFI,Mechatronics,OP,Home State,68.5,6296,25.5,16497
277,"GCET, VVNagar",SFI,EC Engg.,OP,Home State,52,10765,52,10765
278,"GCET, VVNagar",SFI,CS & Design,EW,Home State,98,2263,98,2263
279,"GCET, VVNagar",SFI,CS & Design,OP,Home State,122,908,101,2015
280,"GCET, VVNagar",SFI,CS & Design,SC,Home State,66.5,6711,66.5,6711
281,"GCET, VVNagar",SFI,CS & Design,SE,Home State,65.5,6893,60.5,8254
282,"GCET, VVNagar",SFI,CSE (IOT),OP,Home State,116.5,1134,85.5,3464
283,"GEC, Bharuch",GOV,Civil Engg.,OP,Home State,127,750,15,17136
284,"GEC, Bharuch",GOV,Computer Engg.,EW,Home State,114,1261,113,1292
285,"GEC, Bharuch",GOV,Computer Engg.,OP,Home State,139.5,424,116.5,1156
286,"GEC, Bharuch",GOV,Computer Engg.,SC,Home State,83,3797,83,3797
287,"GEC, Bharuch",GOV,Computer Engg.,SE,Home State,115.5,1199,105.5,1690
288,"GEC, Bharuch",GOV,Computer Engg.,ST,Home State,67.5,6449,56,9515
289,"GEC, Bharuch",GOV,Computer Engg.,TF,Home State,139.5,419,139.5,419
290,"GEC, Bharuch",GOV,Electrical Engg.,EW,Home State,77,4654,65,7105
